flag,gender,education,house_val,age,online,customer_psy,occupation,mortgage,region,car_prob,fam_income
Y,F,2. Some College,293973,2_<=25,Y,E,Professional,2Med,South,2,F
Y,M,1. HS,29648,1_Unk,N,E,Sales/Service,2Med,Northeast,3,E
Y,M,2. Some College,143117,3_<=35,Y,C,Sales/Service,2Med,South,2,F
N,M,1. HS,,6_<=65,Y,I,Blue Collar,1Low,West,4,E
Y,M,2. Some College,54316,5_<=55,Y,C,Professional,1Low,South,1,K
Y,F,3. Bach,85368,5_<=55,Y,J,Professional,1Low,Midwest,1,E
N,F,2. Some College,386132,5_<=55,Y,C,Professional,3High,South,1,H
N,M,1. HS,,6_<=65,N,I,Sales/Service,1Low,Midwest,9,A
N,M,1. HS,388,5_<=55,Y,G,Blue Collar,1Low,Midwest,3,D
N,F,2. Some College,,5_<=55,N,E,Sales/Service,1Low,West,8,E
Y,M,4. Grad,273962,4_<=45,Y,G,Professional,1Low,South,2,D
Y,M,3. Bach,56156,4_<=45,N,G,Others,1Low,South,3,E
N,F,1. HS,461397,7_>65,Y,I,Retired,1Low,Northeast,6,C
Y,F,2. Some College,49311,5_<=55,Y,I,Professional,1Low,Midwest,6,E
N,F,1. HS,17876,4_<=45,N,F,Professional,1Low,South,3,D
Y,M,2. Some College,5875,4_<=45,Y,I,Professional,3High,Rest,3,F
Y,M,2. Some College,376564,5_<=55,Y,B,Sales/Service,2Med,South,2,G
N,F,4. Grad,175477,6_<=65,Y,G,Professional,1Low,South,1,C
N,M,2. Some College,247212,3_<=35,N,E,Blue Collar,1Low,South,4,B
N,M,. <HS,219918,7_>65,Y,I,Retired,1Low,South,2,F
Y,M,3. Bach,4974,7_>65,Y,B,Professional,1Low,West,1,K
Y,F,3. Bach,43976,5_<=55,Y,C,Professional,3High,South,1,J
Y,M,4. Grad,635688,6_<=65,Y,B,Professional,3High,Northeast,2,K
N,F,3. Bach,852,5_<=55,Y,D,Professional,1Low,West,1,L
N,M,,31986,1_Unk,N,A,Sales/Service,1Low,West,8,F
N,M,. <HS,28112,5_<=55,N,G,Blue Collar,1Low,South,5,D
N,U,2. Some College,77433,1_Unk,N,I,Sales/Service,1Low,South,9,A
N,M,2. Some College,162822,7_>65,N,J,Retired,1Low,South,1,C
N,F,2. Some College,43491,4_<=45,N,F,Sales/Service,3High,West,2,E
N,M,. <HS,25365,1_Unk,N,E,Professional,1Low,South,2,C
N,M,3. Bach,141865,6_<=65,N,E,Blue Collar,2Med,West,4,E
N,F,. <HS,4876,7_>65,N,D,Retired,1Low,South,8,C
N,F,2. Some College,339229,3_<=35,Y,F,Sales/Service,1Low,West,8,D
Y,M,2. Some College,217782,6_<=65,Y,B,Sales/Service,1Low,West,2,F
Y,M,3. Bach,786783,5_<=55,Y,B,Sales/Service,2Med,South,1,L
Y,M,4. Grad,27728,5_<=55,Y,B,Professional,1Low,Northeast,1,E
N,M,1. HS,143117,5_<=55,Y,E,Retired,2Med,South,2,F
Y,F,1. HS,147477,7_>65,Y,I,Professional,1Low,South,2,D
Y,M,1. HS,163946,5_<=55,Y,E,Blue Collar,1Low,Northeast,8,E
Y,M,2. Some College,363733,3_<=35,Y,C,Sales/Service,3High,West,2,D
N,F,1. HS,18991,7_>65,Y,D,Sales/Service,1Low,Midwest,4,E
N,F,2. Some College,328744,7_>65,N,C,Retired,3High,West,2,E
Y,M,1. HS,16895,5_<=55,Y,B,Blue Collar,1Low,South,7,E
Y,M,1. HS,41987,3_<=35,N,F,Professional,1Low,West,6,F
N,F,. <HS,316645,1_Unk,N,B,Professional,1Low,South,6,F
N,F,2. Some College,,5_<=55,N,B,Professional,1Low,Midwest,2,G
Y,M,4. Grad,369837,5_<=55,Y,C,Professional,3High,South,2,G
Y,M,4. Grad,47948,3_<=35,Y,C,Professional,1Low,South,6,F
Y,M,3. Bach,79252,7_>65,Y,J,Retired,1Low,Midwest,7,E
N,M,4. Grad,19859,1_Unk,N,A,Professional,3High,West,7,F
N,M,3. Bach,,4_<=45,N,E,Blue Collar,1Low,Midwest,6,G
N,M,2. Some College,75667,3_<=35,N,F,Sales/Service,1Low,Midwest,2,E
N,M,2. Some College,17136,2_<=25,N,I,Blue Collar,1Low,South,8,C
Y,M,2. Some College,28457,3_<=35,Y,F,Sales/Service,1Low,West,2,B
Y,F,3. Bach,,6_<=65,Y,G,Professional,1Low,Northeast,1,I
Y,F,1. HS,29648,5_<=55,Y,E,Professional,1Low,Midwest,3,F
Y,M,2. Some College,83112,7_>65,Y,J,Blue Collar,1Low,South,8,D
Y,F,1. HS,256825,4_<=45,Y,F,Professional,2Med,West,5,E
Y,M,1. HS,199565,1_Unk,N,F,Blue Collar,1Low,West,9,D
N,U,. <HS,136751,7_>65,N,D,Retired,1Low,West,8,C
N,F,1. HS,258875,6_<=65,Y,C,Blue Collar,2Med,South,3,F
Y,M,1. HS,321157,5_<=55,Y,C,Blue Collar,1Low,South,6,F
N,M,1. HS,,2_<=25,N,G,Sales/Service,1Low,Northeast,9,E
N,F,. <HS,3333,5_<=55,Y,J,Blue Collar,1Low,South,7,D
N,F,1. HS,15,1_Unk,Y,A,Sales/Service,1Low,Midwest,8,D
N,F,2. Some College,515482,5_<=55,Y,C,Professional,3High,West,1,G
Y,M,4. Grad,413622,1_Unk,Y,B,Sales/Service,1Low,South,1,I
N,M,3. Bach,496822,3_<=35,Y,B,Others,1Low,West,1,I
N,F,1. HS,61672,6_<=65,N,E,Professional,1Low,Northeast,2,A
N,M,. <HS,,1_Unk,N,G,Blue Collar,1Low,South,5,D
N,F,3. Bach,345748,3_<=35,Y,B,Professional,3High,South,2,G
N,F,1. HS,19263,3_<=35,Y,E,Sales/Service,2Med,Northeast,4,H
N,U,1. HS,274767,1_Unk,Y,E,Sales/Service,1Low,South,2,F
Y,M,2. Some College,498542,5_<=55,N,B,Professional,3High,South,1,K
Y,M,1. HS,59677,4_<=45,Y,F,Sales/Service,1Low,Northeast,6,E
Y,F,3. Bach,213541,4_<=45,N,G,Sales/Service,1Low,South,8,E
N,F,. <HS,6213,7_>65,N,D,Retired,1Low,South,8,A
Y,M,. <HS,17258,3_<=35,Y,C,Professional,2Med,Midwest,5,F
N,M,1. HS,67387,5_<=55,N,F,Blue Collar,1Low,South,9,F
N,F,3. Bach,51993,7_>65,Y,B,Sales/Service,3High,West,1,L
Y,M,2. Some College,,4_<=45,Y,E,Blue Collar,1Low,Rest,3,E
N,F,1. HS,5,7_>65,N,J,Retired,1Low,South,8,C
N,U,,69116,5_<=55,N,B,Professional,1Low,West,1,F
N,F,3. Bach,,1_Unk,N,F,Sales/Service,1Low,West,8,A
N,M,2. Some College,529576,5_<=55,Y,E,Sales/Service,3High,West,2,E
N,F,. <HS,38185,4_<=45,N,F,Sales/Service,1Low,Northeast,3,F
N,M,2. Some College,171236,1_Unk,N,E,Professional,1Low,South,3,E
Y,M,2. Some College,266221,7_>65,Y,E,Retired,1Low,Midwest,3,E
Y,M,3. Bach,3839,5_<=55,Y,C,Sales/Service,2Med,South,1,J
N,M,. <HS,47611,1_Unk,N,D,Blue Collar,1Low,Northeast,8,E
Y,M,2. Some College,1693,3_<=35,Y,F,Sales/Service,1Low,West,2,B
Y,F,3. Bach,257436,3_<=35,Y,B,Professional,2Med,West,3,G
N,F,1. HS,14234,1_Unk,Y,F,Others,1Low,Midwest,5,E
Y,M,4. Grad,47895,5_<=55,Y,B,Professional,1Low,West,1,I
Y,M,. <HS,,1_Unk,N,E,Blue Collar,1Low,South,9,D
Y,M,1. HS,664235,7_>65,N,B,Retired,1Low,South,1,A
Y,M,. <HS,,3_<=35,N,G,Blue Collar,1Low,West,6,E
Y,F,2. Some College,,5_<=55,Y,G,Sales/Service,1Low,Northeast,3,H
Y,M,1. HS,38137,5_<=55,Y,B,Professional,2Med,West,3,I
Y,F,2. Some College,65182,3_<=35,Y,F,Blue Collar,1Low,West,8,D
Y,M,4. Grad,48832,6_<=65,Y,B,Professional,3High,Midwest,2,G
N,F,. <HS,156567,6_<=65,Y,B,Sales/Service,1Low,Midwest,1,G
Y,F,3. Bach,31429,4_<=45,Y,A,Professional,2Med,South,1,G
Y,M,1. HS,8343,3_<=35,Y,E,Sales/Service,1Low,Northeast,3,E
N,M,2. Some College,166658,3_<=35,N,C,Professional,2Med,South,1,E
N,U,4. Grad,58855,1_Unk,Y,B,Professional,3High,Midwest,4,L
N,M,4. Grad,46974,3_<=35,Y,C,Blue Collar,3High,South,1,F
N,M,. <HS,19959,4_<=45,N,F,Others,1Low,West,9,D
N,M,3. Bach,55494,3_<=35,Y,E,Sales/Service,1Low,Midwest,1,D
N,F,1. HS,,5_<=55,N,J,Blue Collar,1Low,South,3,C
N,M,. <HS,135,6_<=65,Y,F,Others,1Low,West,8,D
Y,F,3. Bach,,6_<=65,Y,B,Professional,1Low,West,1,K
Y,F,1. HS,214544,5_<=55,N,C,Blue Collar,1Low,West,9,G
Y,M,3. Bach,387188,5_<=55,Y,C,Sales/Service,3High,South,2,E
N,F,,,1_Unk,N,J,Sales/Service,1Low,West,9,D
N,F,3. Bach,413764,4_<=45,Y,E,Professional,3High,Northeast,1,D
N,M,. <HS,2965,1_Unk,N,G,Sales/Service,1Low,South,8,C
N,M,4. Grad,744579,6_<=65,Y,B,Professional,3High,Northeast,2,H
Y,M,3. Bach,294823,5_<=55,Y,E,Sales/Service,2Med,West,7,F
Y,F,2. Some College,54432,1_Unk,N,A,Sales/Service,1Low,Northeast,5,D
Y,F,3. Bach,77945,1_Unk,Y,J,Sales/Service,1Low,South,3,F
N,F,2. Some College,,5_<=55,Y,G,Professional,1Low,West,9,F
Y,F,1. HS,31181,5_<=55,N,C,Blue Collar,2Med,Midwest,5,F
Y,F,2. Some College,451785,3_<=35,Y,E,Professional,1Low,South,1,C
N,M,. <HS,,3_<=35,N,E,Blue Collar,1Low,South,9,B
N,F,1. HS,261,1_Unk,N,E,Sales/Service,1Low,South,1,D
N,F,3. Bach,1569828,7_>65,N,D,Professional,1Low,South,1,C
N,M,2. Some College,157727,3_<=35,Y,J,Professional,1Low,Midwest,8,I
Y,M,1. HS,13648,1_Unk,Y,B,Sales/Service,1Low,Northeast,6,G
Y,M,2. Some College,43378,5_<=55,Y,C,Professional,3High,South,1,G
N,F,1. HS,339916,7_>65,Y,D,Retired,1Low,South,2,G
Y,M,2. Some College,158431,5_<=55,N,E,Others,1Low,South,1,E
Y,M,2. Some College,272227,4_<=45,N,F,Sales/Service,2Med,South,2,C
Y,M,4. Grad,3622,7_>65,Y,C,Professional,2Med,Northeast,3,F
Y,F,2. Some College,185191,5_<=55,Y,F,Professional,1Low,Northeast,1,A
N,U,4. Grad,,1_Unk,N,E,Others,1Low,Northeast,2,K
Y,M,4. Grad,39956,3_<=35,Y,B,Professional,2Med,West,1,H
N,M,2. Some College,15234,2_<=25,Y,E,Blue Collar,1Low,South,2,E
Y,M,4. Grad,614,1_Unk,N,B,Sales/Service,3High,West,7,E
N,F,3. Bach,547528,4_<=45,Y,C,Sales/Service,3High,South,2,H
N,M,1. HS,,1_Unk,N,E,Blue Collar,1Low,South,5,B
Y,F,4. Grad,29116,5_<=55,Y,B,Professional,2Med,Northeast,2,G
N,M,2. Some College,218237,4_<=45,Y,J,Blue Collar,1Low,West,3,G
Y,M,1. HS,9278,5_<=55,N,F,Blue Collar,1Low,Midwest,5,C
N,F,3. Bach,296981,3_<=35,Y,B,Sales/Service,1Low,Midwest,6,C
N,M,1. HS,,4_<=45,Y,F,Blue Collar,1Low,Midwest,7,C
N,F,. <HS,,5_<=55,N,J,Professional,1Low,Midwest,5,D
Y,M,3. Bach,,5_<=55,Y,J,Professional,1Low,South,3,E
Y,M,3. Bach,18981,5_<=55,Y,C,Sales/Service,1Low,Midwest,1,G
Y,M,3. Bach,295728,5_<=55,Y,C,Sales/Service,1Low,South,2,H
N,F,. <HS,11959,3_<=35,N,G,Sales/Service,1Low,South,3,D
N,F,2. Some College,318389,7_>65,N,I,Retired,1Low,Northeast,1,A
Y,M,3. Bach,34521,4_<=45,N,B,Sales/Service,1Low,Northeast,1,G
Y,M,4. Grad,45289,6_<=65,Y,B,Professional,3High,Midwest,1,L
Y,F,3. Bach,,6_<=65,Y,U,Professional,1Low,Midwest,,U
Y,M,3. Bach,79542,6_<=65,Y,B,Professional,1Low,Midwest,2,G
N,F,4. Grad,,7_>65,Y,D,Retired,1Low,Midwest,5,G
N,F,1. HS,,7_>65,Y,J,Retired,1Low,South,9,D
N,M,2. Some College,,1_Unk,N,E,Blue Collar,1Low,South,2,C
Y,M,3. Bach,46543,4_<=45,Y,C,Professional,3High,Midwest,1,H
Y,F,1. HS,173255,7_>65,Y,E,Retired,1Low,Northeast,5,F
Y,F,. <HS,5112,6_<=65,Y,B,Sales/Service,2Med,Northeast,2,H
N,M,1. HS,669478,6_<=65,Y,B,Sales/Service,1Low,Northeast,2,I
N,M,. <HS,,1_Unk,N,E,Sales/Service,1Low,South,9,B
Y,F,2. Some College,,2_<=25,Y,C,Professional,1Low,Midwest,2,H
Y,M,1. HS,,6_<=65,Y,F,Blue Collar,1Low,Northeast,7,D
Y,M,4. Grad,21432,3_<=35,Y,E,Professional,1Low,South,7,E
N,F,1. HS,12876,7_>65,Y,D,Retired,1Low,Midwest,3,C
Y,M,. <HS,524944,6_<=65,Y,C,Professional,2Med,South,1,H
Y,F,2. Some College,344614,5_<=55,Y,B,Professional,1Low,South,4,F
Y,M,3. Bach,314475,5_<=55,Y,E,Professional,1Low,South,2,K
Y,M,2. Some College,429688,1_Unk,Y,B,Sales/Service,1Low,South,1,F
Y,M,3. Bach,95375,4_<=45,Y,B,Professional,1Low,Northeast,2,L
N,M,. <HS,188875,1_Unk,N,G,Blue Collar,1Low,Midwest,4,D
Y,U,1. HS,,6_<=65,N,E,Others,1Low,West,2,D
N,F,2. Some College,,7_>65,N,H,Retired,1Low,South,5,C
Y,M,2. Some College,14579,2_<=25,Y,E,Sales/Service,1Low,Midwest,5,E
Y,F,3. Bach,593941,1_Unk,N,B,Professional,3High,West,1,F
Y,F,2. Some College,219968,5_<=55,Y,E,Professional,1Low,South,3,C
Y,F,. <HS,9484,7_>65,N,C,Retired,1Low,Midwest,2,F
Y,M,3. Bach,556881,5_<=55,Y,C,Professional,3High,Northeast,1,G
Y,M,1. HS,1317,1_Unk,N,J,Blue Collar,1Low,South,5,D
Y,M,4. Grad,448687,6_<=65,Y,B,Retired,1Low,West,1,I
N,M,1. HS,138,5_<=55,Y,J,Blue Collar,1Low,Midwest,7,E
N,F,4. Grad,1232,4_<=45,Y,E,Professional,1Low,Midwest,1,D
Y,M,4. Grad,2842,6_<=65,N,I,Professional,1Low,South,2,F
N,M,4. Grad,82116,4_<=45,Y,B,Professional,3High,South,1,J
N,M,3. Bach,47749,5_<=55,N,B,Professional,3High,Midwest,1,J
N,M,2. Some College,152796,7_>65,Y,B,Retired,1Low,Midwest,4,B
Y,F,4. Grad,,1_Unk,N,G,Sales/Service,1Low,West,9,E
N,F,1. HS,32521,5_<=55,Y,F,Professional,1Low,West,2,G
Y,F,3. Bach,3268692,5_<=55,Y,B,Professional,1Low,West,1,L
N,F,2. Some College,31159,3_<=35,Y,E,Sales/Service,3High,South,1,F
N,F,2. Some College,1466,3_<=35,N,C,Sales/Service,1Low,South,3,E
N,M,2. Some College,183926,4_<=45,Y,C,Sales/Service,1Low,South,2,E
Y,F,3. Bach,223929,4_<=45,N,C,Sales/Service,1Low,Midwest,4,E
N,M,2. Some College,21432,1_Unk,N,A,Blue Collar,1Low,South,8,F
N,M,1. HS,,1_Unk,Y,E,Blue Collar,1Low,South,9,A
N,M,. <HS,95293,4_<=45,N,G,Farm,1Low,South,9,A
Y,M,1. HS,,7_>65,Y,D,Retired,1Low,West,2,A
Y,M,2. Some College,323512,5_<=55,Y,B,Professional,3High,Midwest,1,K
N,U,1. HS,31597,6_<=65,Y,B,Professional,1Low,South,1,B
N,F,1. HS,11772,7_>65,Y,J,Retired,1Low,South,6,F
N,M,. <HS,,1_Unk,N,G,Sales/Service,1Low,Midwest,8,B
N,U,. <HS,32514,1_Unk,N,A,Sales/Service,1Low,South,6,A
N,M,,5,1_Unk,N,E,Farm,1Low,West,9,D
Y,M,,16546,3_<=35,Y,C,Blue Collar,2Med,Midwest,2,L
Y,M,3. Bach,248432,4_<=45,Y,F,Sales/Service,1Low,South,2,A
N,U,3. Bach,364452,1_Unk,Y,C,Professional,3High,South,4,E
N,F,1. HS,,4_<=45,N,G,Sales/Service,1Low,Midwest,8,A
Y,M,,5464,1_Unk,Y,F,Others,1Low,Midwest,4,D
N,F,. <HS,,4_<=45,N,E,Professional,1Low,Midwest,9,C
Y,F,2. Some College,265524,5_<=55,Y,E,Sales/Service,1Low,Northeast,1,F
N,F,2. Some College,17223,4_<=45,Y,I,Sales/Service,1Low,West,2,I
Y,M,2. Some College,31283,4_<=45,Y,C,Sales/Service,3High,Northeast,1,F
Y,M,2. Some College,751999,4_<=45,Y,C,Professional,3High,Northeast,1,G
Y,M,3. Bach,48729,5_<=55,Y,C,Professional,1Low,Midwest,1,L
Y,M,4. Grad,54531,6_<=65,Y,B,Professional,1Low,South,3,K
Y,F,4. Grad,2,6_<=65,Y,B,Sales/Service,1Low,Northeast,1,L
Y,F,1. HS,246278,4_<=45,Y,E,Professional,1Low,West,3,D
Y,M,2. Some College,19264,4_<=45,Y,C,Others,1Low,South,2,J
N,F,3. Bach,4313,7_>65,Y,E,Professional,1Low,West,2,F
Y,F,3. Bach,36953,7_>65,Y,B,Retired,1Low,South,1,H
N,F,1. HS,19968,5_<=55,Y,D,Sales/Service,1Low,Northeast,1,A
N,F,1. HS,,6_<=65,Y,J,Retired,1Low,South,3,E
Y,F,2. Some College,319759,2_<=25,Y,C,Sales/Service,1Low,Midwest,1,G
N,M,4. Grad,,3_<=35,N,G,Others,1Low,Northeast,9,A
N,M,4. Grad,142647,6_<=65,Y,B,Professional,3High,West,1,G
Y,M,1. HS,29149,3_<=35,Y,A,Sales/Service,1Low,Northeast,2,E
Y,F,3. Bach,29681,5_<=55,Y,E,Professional,1Low,Northeast,2,F
Y,M,2. Some College,97119,2_<=25,Y,G,Professional,1Low,Midwest,9,F
N,M,3. Bach,332384,3_<=35,Y,D,Professional,1Low,Northeast,2,J
Y,M,2. Some College,344821,4_<=45,Y,E,Blue Collar,3High,Northeast,1,F
Y,F,2. Some College,278647,5_<=55,Y,E,Others,1Low,West,2,D
N,M,. <HS,499656,6_<=65,N,B,Professional,1Low,Northeast,1,F
Y,F,2. Some College,27264,4_<=45,Y,E,Professional,3High,South,3,D
N,F,. <HS,197585,7_>65,N,H,Retired,1Low,West,2,D
N,F,. <HS,145213,2_<=25,Y,G,Sales/Service,1Low,Midwest,4,C
N,F,4. Grad,315882,3_<=35,Y,B,Blue Collar,1Low,Northeast,2,F
Y,M,1. HS,27481,3_<=35,Y,B,Professional,2Med,Midwest,3,E
N,M,2. Some College,684411,3_<=35,Y,H,Sales/Service,1Low,West,2,E
N,M,2. Some College,,1_Unk,Y,A,Sales/Service,1Low,Northeast,8,D
N,F,1. HS,186935,1_Unk,N,F,Sales/Service,1Low,South,6,E
N,M,3. Bach,,3_<=35,Y,G,Sales/Service,1Low,South,2,E
N,F,1. HS,185845,6_<=65,Y,E,Blue Collar,1Low,Midwest,4,E
Y,M,4. Grad,42543,5_<=55,Y,B,Professional,2Med,Northeast,1,H
N,F,2. Some College,27847,5_<=55,Y,E,Blue Collar,1Low,South,3,F
N,F,1. HS,788887,5_<=55,Y,C,Professional,1Low,Northeast,1,H
N,M,. <HS,,7_>65,N,B,Retired,1Low,Midwest,3,F
Y,F,3. Bach,374567,3_<=35,Y,C,Professional,1Low,South,4,F
Y,M,4. Grad,182415,4_<=45,Y,F,Blue Collar,1Low,West,7,C
Y,U,1. HS,32133,4_<=45,N,E,Professional,1Low,West,3,C
Y,M,2. Some College,737276,6_<=65,Y,B,Professional,2Med,West,1,J
N,M,2. Some College,29343,6_<=65,Y,B,Professional,1Low,South,3,G
Y,M,. <HS,32538,6_<=65,Y,B,Professional,3High,South,3,F
Y,F,4. Grad,62595,4_<=45,Y,C,Professional,3High,Northeast,1,K
N,M,4. Grad,53253,6_<=65,Y,B,Sales/Service,1Low,Northeast,1,H
Y,F,1. HS,276751,7_>65,Y,D,Retired,1Low,South,1,G
Y,M,3. Bach,14954,5_<=55,Y,C,Blue Collar,2Med,Northeast,1,E
Y,F,2. Some College,158911,4_<=45,N,F,Sales/Service,1Low,West,7,E
Y,M,3. Bach,4142,3_<=35,Y,C,Sales/Service,3High,Northeast,7,J
N,F,3. Bach,96798,4_<=45,N,J,Blue Collar,1Low,Northeast,3,E
Y,F,4. Grad,136929,5_<=55,Y,J,Professional,1Low,Midwest,5,E
N,M,3. Bach,625213,3_<=35,Y,B,Farm,1Low,South,3,F
N,F,3. Bach,458192,3_<=35,N,G,Professional,1Low,South,7,H
Y,M,. <HS,266996,4_<=45,Y,E,Others,2Med,South,1,G
N,F,2. Some College,174,2_<=25,Y,F,Professional,1Low,Northeast,5,E
N,M,2. Some College,135321,2_<=25,Y,I,Sales/Service,1Low,Midwest,2,E
N,M,1. HS,93565,1_Unk,N,F,Blue Collar,1Low,Midwest,9,D
N,F,2. Some College,47899,7_>65,Y,E,Retired,1Low,South,3,C
Y,M,. <HS,216572,1_Unk,Y,E,Sales/Service,1Low,Midwest,1,E
Y,F,3. Bach,338336,5_<=55,Y,E,Professional,1Low,West,3,G
N,F,2. Some College,28825,2_<=25,N,E,Others,1Low,West,4,E
N,F,1. HS,1299,6_<=65,N,J,Sales/Service,1Low,West,7,B
Y,M,3. Bach,141495,5_<=55,Y,C,Professional,3High,South,1,L
N,M,. <HS,,7_>65,Y,H,Retired,1Low,Midwest,5,A
Y,M,4. Grad,177268,1_Unk,Y,C,Professional,1Low,South,3,F
N,M,3. Bach,27264,4_<=45,Y,A,Professional,2Med,Midwest,8,E
Y,F,2. Some College,24443,7_>65,Y,D,Retired,1Low,South,2,C
N,M,3. Bach,17237,1_Unk,Y,H,Others,1Low,South,3,F
N,F,4. Grad,24774,3_<=35,N,B,Professional,1Low,South,1,J
Y,M,3. Bach,439379,4_<=45,Y,C,Professional,1Low,Midwest,1,L
Y,M,3. Bach,233379,5_<=55,Y,C,Sales/Service,1Low,Northeast,1,G
Y,F,4. Grad,825675,4_<=45,N,B,Professional,1Low,South,5,J
Y,U,2. Some College,8872,1_Unk,N,C,Sales/Service,1Low,Northeast,7,E
N,M,4. Grad,13347,6_<=65,Y,F,Retired,1Low,Northeast,1,F
N,M,3. Bach,95647,4_<=45,N,E,Blue Collar,1Low,Midwest,5,E
Y,M,2. Some College,17325,5_<=55,Y,E,Blue Collar,1Low,South,1,F
Y,M,2. Some College,38764,5_<=55,Y,C,Professional,3High,South,1,H
Y,M,,825675,1_Unk,N,B,Blue Collar,1Low,South,5,J
N,M,3. Bach,153242,7_>65,Y,B,Retired,3High,Northeast,1,L
N,M,1. HS,358784,1_Unk,N,C,Professional,1Low,Northeast,1,G
N,F,2. Some College,,4_<=45,N,I,Blue Collar,1Low,South,8,A
Y,M,3. Bach,464152,4_<=45,Y,C,Professional,3High,Midwest,1,H
Y,M,3. Bach,496625,4_<=45,Y,C,Professional,3High,South,1,K
Y,M,4. Grad,652365,1_Unk,N,B,Professional,3High,South,1,G
N,M,1. HS,,1_Unk,N,F,Blue Collar,1Low,Midwest,5,C
N,F,1. HS,,2_<=25,Y,E,Blue Collar,1Low,West,6,F
N,F,2. Some College,571923,6_<=65,Y,B,Sales/Service,3High,Northeast,1,J
Y,M,1. HS,7437,6_<=65,Y,F,Sales/Service,1Low,Midwest,3,E
N,M,2. Some College,43249,2_<=25,N,G,Blue Collar,1Low,Northeast,2,B
N,M,1. HS,5376,4_<=45,N,I,Blue Collar,1Low,South,8,E
Y,M,1. HS,6976,6_<=65,N,E,Professional,3High,West,3,E
Y,F,1. HS,177397,5_<=55,Y,I,Professional,1Low,Midwest,4,F
Y,F,1. HS,1274,1_Unk,N,F,Sales/Service,1Low,Northeast,7,H
Y,F,2. Some College,194238,6_<=65,Y,C,Sales/Service,1Low,South,4,E
Y,F,1. HS,167424,6_<=65,Y,B,Sales/Service,1Low,Northeast,5,D
Y,M,3. Bach,155434,6_<=65,Y,C,Professional,1Low,West,3,H
Y,M,4. Grad,614,3_<=35,Y,C,Professional,3High,West,3,H
Y,F,2. Some College,12596,3_<=35,N,G,Sales/Service,1Low,West,3,G
Y,M,4. Grad,5123,6_<=65,Y,B,Professional,1Low,South,2,K
N,M,1. HS,436,7_>65,N,B,Retired,1Low,West,8,K
Y,M,3. Bach,455892,7_>65,Y,E,Professional,1Low,Midwest,1,H
Y,F,4. Grad,132762,7_>65,Y,D,Professional,1Low,Northeast,2,E
N,M,1. HS,,7_>65,Y,G,Retired,1Low,Northeast,5,E
N,M,2. Some College,131672,5_<=55,Y,E,Blue Collar,1Low,Midwest,1,E
N,F,1. HS,175795,4_<=45,N,B,Sales/Service,1Low,South,2,G
N,F,1. HS,89641,7_>65,Y,D,Retired,1Low,Northeast,7,K
N,F,2. Some College,226611,3_<=35,Y,B,Sales/Service,1Low,South,3,F
Y,M,3. Bach,313756,4_<=45,Y,B,Professional,2Med,West,7,E
N,M,4. Grad,466171,5_<=55,Y,C,Others,3High,Northeast,1,E
N,F,1. HS,259572,5_<=55,N,E,Professional,1Low,South,1,D
N,F,2. Some College,,5_<=55,N,J,Sales/Service,1Low,Midwest,9,B
N,F,1. HS,,1_Unk,N,E,Sales/Service,1Low,Northeast,1,J
N,M,1. HS,,2_<=25,N,G,Professional,1Low,South,7,C
N,F,1. HS,53356,1_Unk,N,E,Professional,1Low,West,6,F
N,M,2. Some College,218498,7_>65,Y,D,Retired,1Low,South,1,E
N,F,3. Bach,617457,6_<=65,Y,F,Professional,3High,West,1,E
N,F,2. Some College,189649,1_Unk,N,C,Sales/Service,1Low,South,4,D
N,M,2. Some College,57552,4_<=45,N,G,Blue Collar,1Low,Northeast,3,E
Y,F,1. HS,281252,6_<=65,Y,B,Others,1Low,South,2,G
N,M,2. Some College,139432,3_<=35,Y,I,Blue Collar,1Low,Midwest,2,C
N,F,4. Grad,157993,1_Unk,N,B,Professional,1Low,West,4,J
Y,M,2. Some College,11192,4_<=45,N,F,Professional,1Low,Midwest,8,D
Y,F,3. Bach,29276,6_<=65,N,C,Sales/Service,1Low,South,5,F
Y,M,3. Bach,447597,5_<=55,Y,C,Sales/Service,1Low,Northeast,2,G
N,F,1. HS,258885,5_<=55,Y,I,Sales/Service,1Low,Midwest,2,A
Y,M,2. Some College,,5_<=55,Y,J,Professional,1Low,West,6,E
Y,F,4. Grad,743598,4_<=45,Y,B,Professional,3High,Northeast,1,K
N,M,. <HS,359938,1_Unk,Y,F,Sales/Service,1Low,South,2,C
Y,M,1. HS,23714,5_<=55,Y,A,Blue Collar,1Low,South,2,E
N,M,1. HS,239756,5_<=55,Y,E,Blue Collar,1Low,Midwest,2,H
Y,F,2. Some College,32192,5_<=55,Y,D,Professional,2Med,South,1,E
Y,M,1. HS,475785,5_<=55,Y,B,Blue Collar,3High,West,1,E
N,M,,,3_<=35,Y,G,Professional,1Low,Northeast,9,B
N,M,1. HS,18966,4_<=45,Y,I,Blue Collar,1Low,Northeast,6,F
N,F,1. HS,255441,3_<=35,Y,C,Professional,2Med,Northeast,3,F
Y,M,4. Grad,46971,7_>65,N,B,Retired,1Low,Midwest,1,F
Y,M,3. Bach,19848,1_Unk,Y,E,Blue Collar,1Low,South,2,B
Y,M,2. Some College,1894,2_<=25,N,F,Sales/Service,2Med,South,1,E
Y,M,2. Some College,244923,5_<=55,Y,B,Professional,2Med,Northeast,1,F
Y,M,4. Grad,517314,7_>65,Y,C,Retired,3High,West,3,F
